person,elements_key,elements_year,elements_city,elements_language_first,elements_format,elements_books,elements_claim_flags,elements_social_flags,non_elements_key,non_elements_year,non_elements_city,non_elements_language_first,non_elements_format,non_elements_subject_family,non_elements_claim_flags,non_elements_social_flags,year_gap,same_city,same_language_first,same_format
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-6,1620,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,court_state_service_arena; professional_practical_arena; patronage_prestige_arena,63,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-55,1620,Paris,FRENCH,,Instruments/Measurement | Cosmos/Earth,claim_augmentation_enrichment_composition,no_visible_social_arena,63,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-58,1620,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,63,0,1,0
Denis Henrion,Rouen_and_Paris_1677,1677,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-18,1613,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,64,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-4,1619,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy,no_visible_social_arena,64,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,MorisS-16-3,1618,Paris,FRENCH,,Instruments/Measurement,,no_visible_social_arena,65,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-33,1618,Paris,FRENCH,,Instruments/Measurement,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,65,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-59,1618,Paris,FRENCH,,No primary family,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,65,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,MorisS-16-5,1620,Paris,FRENCH,,Cosmos/Earth,,no_visible_social_arena,65,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,MorisS-16-6,1620,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,court_state_service_arena; professional_practical_arena; patronage_prestige_arena,65,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-55,1620,Paris,FRENCH,,Instruments/Measurement | Cosmos/Earth,claim_augmentation_enrichment_composition,no_visible_social_arena,65,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-58,1620,Paris,FRENCH,,Geometry/Theory,,no_visible_social_arena,65,0,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-3,1617,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,66,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,MorisS-16-4,1619,Paris,FRENCH,,Geometry/Theory,claim_correction_revision_accuracy,no_visible_social_arena,66,0,1,0
[No named author/editor],Strasbourg_1559,1559,Strasbourg,GREEK,8,1,,no_visible_social_arena,ustc-4,1625,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,general_public_lovers_arena,66,0,0,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,MorisS-16-3,1618,Paris,FRENCH,,Instruments/Measurement,,no_visible_social_arena,67,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-33,1618,Paris,FRENCH,,Instruments/Measurement,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,67,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-59,1618,Paris,FRENCH,,No primary family,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,learned_scholarly_arena,67,0,1,0
Christopher Clavius,Frankfurt_1654,1654,Frankfurt,LATIN,8,1–16,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,X2T7PY,1586,Rome,LATIN,,Instruments/Measurement,claim_augmentation_enrichment_composition,religious_institutional_arena,68,0,1,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-3,1617,Paris,FRENCH,,Geometry/Theory,,learned_scholarly_arena,68,0,1,0
Christopher Clavius,Rome_1655,1655,Rome,LATIN,12,1–6,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena; learned_scholarly_arena,X2T7PY,1586,Rome,LATIN,,Instruments/Measurement,claim_augmentation_enrichment_composition,religious_institutional_arena,69,1,1,0
Denis Henrion,Rouen_and_Paris_1683,1683,"Rouen, Paris",FRENCH,8,1–15,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,learned_scholarly_arena,ustc-18,1613,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,70,0,1,0
[No named author/editor],Basel_1570,1570,Basel,DUTCH,2,,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,ustc-20,1641,Paris,FRENCH,,No primary family,claim_accessibility_clarity_pedagogy,no_visible_social_arena,71,0,0,0
Denis Henrion,Rouen_and_Paris_1685,1685,"Rouen, Paris",FRENCH,8,1–15,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration,no_visible_social_arena,ustc-18,1613,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,claim_utility_practice_application; claim_augmentation_enrichment_composition; claim_visual_material_aids,learned_scholarly_arena; patronage_prestige_arena,72,0,1,0
[No named author/editor],Basel_1546a,1546,Basel,DUTCH,2,,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,ustc-56,1618,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,claim_augmentation_enrichment_composition,no_visible_social_arena,72,0,0,0
Christopher Clavius,Frankfurt_1654,1654,Frankfurt,LATIN,8,1–16,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,ZGOHUR,1581,Rome,LATIN,,Instruments/Measurement,claim_method_demonstration_order; claim_augmentation_enrichment_composition,religious_institutional_arena,73,0,1,0
[No named author/editor],Strasbourg_1559,1559,Strasbourg,GREEK,8,1,,no_visible_social_arena,ustc-27,1632,Paris,FRENCH,,Arithmetic/Commerce,,no_visible_social_arena,73,0,0,0
[No named author/editor],Strasbourg_1559,1559,Strasbourg,GREEK,8,1,,no_visible_social_arena,ustc-52,1632,Paris,FRENCH,,Arithmetic/Commerce,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_selection_extraction_abridgment,no_visible_social_arena,73,0,0,0
Christopher Clavius,Rome_1655,1655,Rome,LATIN,12,1–6,claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_selection_extraction_abridgment,religious_institutional_arena; learned_scholarly_arena,ZGOHUR,1581,Rome,LATIN,,Instruments/Measurement,claim_method_demonstration_order; claim_augmentation_enrichment_composition,religious_institutional_arena,74,1,1,0
[No named author/editor],Basel_1570,1570,Basel,DUTCH,2,,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer; claim_ancient_authority_restoration; claim_visual_material_aids,religious_institutional_arena,ustc-17,1647,Paris,FRENCH,,Arithmetic/Commerce,,no_visible_social_arena,77,0,0,0
Pierre de la Ramée,Paris_1549,1549,Paris,LATIN,8,,claim_ancient_authority_restoration,no_visible_social_arena,bib-130,1627,Frankfurt,LATIN,,Arithmetic/Commerce,claim_correction_revision_accuracy,pedagogical_school_arena; learned_scholarly_arena,78,0,1,0
[No named author/editor],Basel_1546a,1546,Basel,DUTCH,2,,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,ustc-4,1625,Paris,FRENCH,,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,claim_utility_practice_application; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,general_public_lovers_arena,79,0,0,0
[No named author/editor],Paris_1626b,1626,Paris,LATIN,6,,claim_ancient_authority_restoration,no_visible_social_arena,bib-222,1546,London,ENGLISH,,Arithmetic/Commerce,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition,no_visible_social_arena,80,0,0,0
Jan Pietersz Dou,Rotterdam_1681,1681,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids; claim_selection_extraction_abridgment,general_public_lovers_arena,bib-209,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement,,no_visible_social_arena,81,0,1,0
Jan Pietersz Dou,Rotterdam_1681,1681,Rotterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids; claim_selection_extraction_abridgment,general_public_lovers_arena,bib-210,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,no_visible_social_arena,81,0,1,0
Pierre de la Ramée,Paris_1545,1545,Paris,LATIN,8,1-15,claim_ancient_authority_restoration,no_visible_social_arena,bib-130,1627,Frankfurt,LATIN,,Arithmetic/Commerce,claim_correction_revision_accuracy,pedagogical_school_arena; learned_scholarly_arena,82,0,1,0
[No named author/editor],Strasbourg_1559,1559,Strasbourg,GREEK,8,1,,no_visible_social_arena,ustc-20,1641,Paris,FRENCH,,No primary family,claim_accessibility_clarity_pedagogy,no_visible_social_arena,82,0,0,0
[No named author/editor],Basel_1546a,1546,Basel,DUTCH,2,,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,ustc-27,1632,Paris,FRENCH,,Arithmetic/Commerce,,no_visible_social_arena,86,0,0,0
[No named author/editor],Basel_1546a,1546,Basel,DUTCH,2,,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,ustc-52,1632,Paris,FRENCH,,Arithmetic/Commerce,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_selection_extraction_abridgment,no_visible_social_arena,86,0,0,0
[No named author/editor],Strasbourg_1559,1559,Strasbourg,GREEK,8,1,,no_visible_social_arena,ustc-17,1647,Paris,FRENCH,,Arithmetic/Commerce,,no_visible_social_arena,88,0,0,0
[No named author/editor],Basel_1546a,1546,Basel,DUTCH,2,,claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_visual_material_aids,religious_institutional_arena,ustc-20,1641,Paris,FRENCH,,No primary family,claim_accessibility_clarity_pedagogy,no_visible_social_arena,95,0,0,0
[No named author/editor],Paris_1626b,1626,Paris,LATIN,6,,claim_ancient_authority_restoration,no_visible_social_arena,C8SLYQ,1531,Simmern,GERMAN,2,Geometry/Theory | Visual/Spatial Arts,claim_visual_material_aids,no_visible_social_arena,95,0,0,0
Jan Pietersz Dou,Amsterdam_1700b,1700,Amsterdam,DUTCH,8,1–6,claim_method_demonstration_order; claim_correction_revision_accuracy; claim_augmentation_enrichment_composition; claim_ancient_authority_restoration; claim_visual_material_aids,general_public_lovers_arena,bib-209,1600,Leiden,DUTCH,,Geometry/Theory | Instruments/Measurement,,no_visible_social_arena,100,0,1,0
